"cooks.distance","leverage","covariance"
0.000731993089157572,0.000534653835520599,0.999143487555437
0.00164305705911377,0.000613237667571879,0.997594750068341
0.000289716785783187,0.000288570338057629,0.999351004329113
0.00138650609827058,0.00092439430994634,0.999371347803053
0.000165443235325647,0.000147986176049061,0.999068598095788
0.0050767828007064,0.00157263664067566,0.997875360902712
0.001039444508079,0.000667361043714919,0.99904220073048
0.00106471086277412,0.000662814572139941,0.998977002391751
0.00572053523995691,0.00205274500686599,0.998905159410822
0.000672900452857191,0.000575199372776989,0.999431744670024
0.0012672457078964,0.000671654302976606,0.998637472450089
0.00332622142140852,0.00123558196685862,0.998202656947536
0.00196117900976807,0.00102514186424106,0.998958964277363
0.000917491695098662,0.000780170054322154,0.999629400912978
0.0017702834052145,0.00132709151839032,0.999981323998064
0.000314269246929221,0.000231835962113991,0.998857159557343
0.00185543405854438,0.00154056294444014,1.00035652945921
0.00468200106240775,0.00266672090474525,1.00080263199779
0.00235423466930265,0.000498553304266175,0.99494646582922
0.0120533258706142,0.0035679533161271,0.999695467018245
0.000901794956508667,0.000670217606343885,0.999308553676894
0.000577214706606383,0.00057384428133137,0.999634250161347
0.00482946477088762,0.000732368273621057,0.992863058934178
0.000243149522004522,0.00019708671595923,0.998973837327157
0.00100671295292307,0.000584029927773866,0.998752238219499
0.00538864030555789,0.00220719259638608,0.999489072075143
0.000340499522724032,0.000301173832253524,0.999206225227527
0.00276770166832703,0.00124964027029562,0.998809289876327
0.00204430266254805,0.00102252004970272,0.998849261678399
0.00210304851604387,0.00112097332621766,0.999100981575802
0.0015738989010148,0.00132401247467832,1.0001587475654
0.000314128112135617,0.000298003000484258,0.999298111037152
0.000515016072492127,0.00043896631129922,0.999291115244286
0.00263276655663456,0.00140227753462361,0.999381342749447
0.000735903002696164,0.00058255282836753,0.99932303046609
0.00590593723707892,0.00233351686466614,0.999504868702693
0.00125135337412757,0.000747115501092338,0.998976252767176
0.000261190263795994,0.000199322932846825,0.998880776996465
0.0232819661546148,0.0059413828225185,1.00142213897104
0.00131843217434127,0.000620277156483953,0.998289391394988
0.00158233519392975,0.000742346881292026,0.998404241449546
0.0130904066663071,0.00661308360039777,1.00450914679246
0.00329776596435823,0.00103020387154869,0.997364992885755
0.000727640334723582,0.00052798184778462,0.999125549978043
0.00141427666152894,0.000423171041745351,0.99658194348119
0.00148069480553172,0.0002568937907793,0.993414519156598
0.00104940940042894,0.000167480720839233,0.992703808568761
0.00109419380557572,0.000178517359764345,0.992883753841083
0.00102893806733217,0.00016485619144658,0.992731399875741
0.00101967798085942,0.00016283785619657,0.99270402475708
0.0018232421707685,0.000329305425595183,0.993768261151923
0.0013152113177344,0.000222834330363026,0.993209193991163
0.000942222710549004,0.000910493535188215,0.999935480585205
0.00226136166284884,0.000899608186643668,0.998087222330374
0.000894092806290081,0.0006512535345258,0.999255560646508
0.000618069359465379,0.000240824383138444,0.997361987890722
0.000809179557248429,0.000435086961431682,0.9984340393028
0.000253043602359455,0.000213742121504386,0.999052464991385
0.0053992337756499,0.001455603576552,0.99716118974266
0.0027942620833372,0.00205844021286677,1.00068616396856
0.000634260292305292,0.000383488590402945,0.998638183218707
0.00342291420419226,0.000794887758044976,0.995758756510105
0.000398424963502594,0.000193603946207857,0.997946219044695
0.000243804010821569,0.00023635376356836,0.999264493394545
0.00175761021999999,0.000306183529731528,0.993492888500759
0.00126819167427544,0.000223285360629896,0.993485048200321
0.00184219150188395,0.000390340151155554,0.994841445337248
0.00112389154701418,0.000191897783177439,0.993234515800739
0.00186722248574533,0.000319768935186575,0.993384066326136
0.00170852460417452,0.000351345187927832,0.994624803505203
0.00175448913951155,0.000365275962810252,0.994712610458115
0.00119239024161859,0.00105627704886288,0.999964719357576
0.00206038195418165,0.000676311300868275,0.997202197948381
0.00170393473960104,0.000652063660362802,0.997715784409751
0.00232191772615722,0.000799122209676271,0.997500103458066
0.00379199444416039,0.00103440329749742,0.996792633098931
0.000574298417658591,0.000316315860335481,0.998370085067908
0.0544182333689476,0.00835156972032928,1.00065121382712
0.00131716439539578,0.000620277156483953,0.998291929896451
0.00127068528428693,0.000620277156483953,0.998384999377779
0.00355401445832948,0.00102699321088295,0.997039813511313
0.00109965083229676,0.000600917447800256,0.998637185993378
0.000888890372772023,0.000533211012406252,0.998771775426019
0.00047249789901838,0.000379240438118199,0.999141003399597
0.00521803602560596,0.000363734916193817,0.982941503919364
0.00521803602560596,0.000363734916193817,0.982941503919364
0.00474789500866988,0.000342993953582434,0.983538768815983
0.00443661148184033,0.000324939185075853,0.983752696657519
0.0044559360450768,0.00032526961694212,0.983697073956693
0.00443661148184033,0.000324939185075853,0.983752696657519
0.0044559360450768,0.00032526961694212,0.983697073956693
0.00479571860080819,0.000340556272540256,0.983242131581518
0.00458205735844954,0.000339197734385517,0.983945325995359
0.00440403932417946,0.000326165313196822,0.983939702007312
0.00440403932417946,0.000326165313196822,0.983939702007312
0.00456552197548062,0.000329238472928534,0.983495012938608
0.00440403932417946,0.000326165313196822,0.983939702007312
0.00456552197548062,0.000329238472928534,0.983495012938608
0.00521803602560596,0.000363734916193817,0.982941503919364
0.00521803602560596,0.000363734916193817,0.982941503919364
0.00521803602560596,0.000363734916193817,0.982941503919364
0.00521803602560596,0.000363734916193817,0.982941503919364
0.00521803602560596,0.000363734916193817,0.982941503919364
0.00521803602560596,0.000363734916193817,0.982941503919364
0.00521803602560596,0.000363734916193817,0.982941503919364
0.00479571860080819,0.000340556272540256,0.983242131581518
0.0044559360450768,0.00032526961694212,0.983697073956693
0.00479571860080819,0.000340556272540256,0.983242131581518
0.00443661148184033,0.000324939185075853,0.983752696657519
0.0044559360450768,0.00032526961694212,0.983697073956693
0.0044559360450768,0.00032526961694212,0.983697073956693
0.00440403932417946,0.000326165313196822,0.983939702007312
0.00440403932417946,0.000326165313196822,0.983939702007312
0.00458205735844954,0.000339197734385517,0.983945325995359
0.00521803602560596,0.000363734916193817,0.982941503919364
0.00521803602560596,0.000363734916193817,0.982941503919364
0.00521803602560596,0.000363734916193817,0.982941503919364
0.00521803602560596,0.000363734916193817,0.982941503919364
0.00521803602560596,0.000363734916193817,0.982941503919364
0.0013293470929369,0.00079045042422484,0.999011161474316
0.00470656001029701,0.000340556272540256,0.983563713037877
0.004658868530371,0.000342993953582434,0.983857662864856
0.00432043342996793,0.000326165313196822,0.98425473089599
0.00432043342996793,0.000326165313196822,0.98425473089599
0.00470656001029701,0.000340556272540256,0.983563713037877
0.00447999132427297,0.000329238472928534,0.983814177690841
0.00432043342996793,0.000326165313196822,0.98425473089599
0.004658868530371,0.000342993953582434,0.983857662864856
0.00435285273292226,0.000324939185075853,0.984069447760342
0.00437195171781377,0.00032526961694212,0.984014342017389
0.00470656001029701,0.000340556272540256,0.983563713037877
0.00435285273292226,0.000324939185075853,0.984069447760342
0.00432154126594173,0.000325881561084135,0.984236091935093
0.00435285273292226,0.000324939185075853,0.984069447760342
0.00512191535879468,0.000363734916193817,0.98326602417954
0.00512191535879468,0.000363734916193817,0.98326602417954
0.00512191535879468,0.000363734916193817,0.98326602417954
0.00512191535879468,0.000363734916193817,0.98326602417954
0.00512191535879468,0.000363734916193817,0.98326602417954
0.00512191535879468,0.000363734916193817,0.98326602417954
0.00512191535879468,0.000363734916193817,0.98326602417954
0.00467045460882095,0.000353864197476483,0.984341096342631
0.00447999132427297,0.000329238472928534,0.983814177690841
0.00449176544253319,0.000339712033152581,0.984297632764457
0.00437195171781377,0.00032526961694212,0.984014342017389
0.00435285273292226,0.000324939185075853,0.984069447760342
0.00437195171781377,0.00032526961694212,0.984014342017389
0.00432043342996793,0.000326165313196822,0.98425473089599
0.004658868530371,0.000342993953582434,0.983857662864856
0.00432043342996793,0.000326165313196822,0.98425473089599
0.00470656001029701,0.000340556272540256,0.983563713037877
0.00512191535879468,0.000363734916193817,0.98326602417954
0.00512191535879468,0.000363734916193817,0.98326602417954
0.00512191535879468,0.000363734916193817,0.98326602417954
0.00295632433313099,0.000998724875562679,0.997632472143777
0.000476434955986824,0.000467988781675457,0.999513115152767
0.00084525899752919,0.000543635854948201,0.99892166571346
0.00173509929570794,0.00124964027029562,0.999835884734759
0.00132704188732623,0.00102252004970272,0.999720863371009
0.00140337287975396,0.000679705523580355,0.99842452464962
0.00760547710458582,0.00130549195051019,0.994388428721974
0.00139179713028427,0.00132864958394987,1.00033894110689
0.000491126408092645,0.000359374047720673,0.998971080138484
0.0188360615282072,0.000958836909368253,0.977047054979735
0.0440633342539408,0.00142049376953988,0.963685549435841
0.00305466050519506,0.00264745769430726,1.00153129293219
0.00182105868768269,0.000290625484186807,0.992826864655665
0.00190277980441277,0.000737643541618204,0.99784322647833
0.000653254126343335,0.000636274595904559,0.99967089982599
0.0023680321064452,0.00220719259638608,1.0011893654409
0.00177728392116683,0.00095637393410372,0.998958020539588
0.00193423296004767,0.000899608186643668,0.998538767449186
0.00221655330197433,0.00112097332621766,0.998975199396494
0.00142980445186861,0.000838763823979801,0.999031118230888
0.00503400520264665,0.0017545151638692,0.99850342777674
0.00167805957571801,0.00155868855854684,1.00053359332537
0.000198116127660539,0.000174445147436027,0.999073034187562
0.000192315922335218,0.000172646372600118,0.99909828929902
0.000198116127660539,0.000174445147436027,0.999073034187562
0.000198116127660539,0.000174445147436027,0.999073034187562
0.000199412498603166,0.000174912328603602,0.999068059004203
0.00037727653679713,0.000334909167658918,0.999245052951378
0.000593447057131535,0.000580257829945221,0.99961971570175
0.00199593799070376,0.000943723820298739,0.998626601560064
0.000238240072302482,0.000219371629754011,0.99917975501282
